docid,sentence,category
33,"Mr. Goburdhan has placed great emphasis on the fact that as the four witnesses who had reached the place of incident i.e. Jora Singh, Satnam Singh, Gurdeep Singh and Kulwant Singh had resiled from their statements and had disowned their initial stories, the prosecution had of necessity to rely on circumstantial evidence and if the chain of circumstances remained incomplete or even if one link in the chain was broken, the prosecution must fail",2
33,"He has also relied on the judgment of Balu Sonba Shinde v. State of Maharashtra (2002) 7 SCC 543 2002 Indlaw SC 1923 to contend that it was open to the accused to take advantage (insofar as possible) from the statement of a witness though declared hostile and the four witnesses having disowned the prosecution story and having given a different version, the appellant was entitled to derive such benefit as possible in this situation",2
33,"The learned State counsel has, however, emphasized that both the trial court and the High Court had for good reasons opined that the circumstances made out a case for conviction and the accused having given a counter version some obligation lay on him as well to explain the circumstances against him inasmuch that admittedly he and the victim were alone in the house at the time of the incident",2
33,Reliance for this argument has been placed on the decision of Raj Kumar Prasad Tamarkar v. State of Bihar & Anr. 2007(1,2
33,SCALE 19 2007 Indlaw SC 5,2
33,We have considered their arguments very carefully,5
33,"In Mahmood v. State of U.P. (1976) 1 SCC 542 1975 Indlaw SC 643 it has been observed that in a case dependent wholly on circumstantial evidence the court must be satisfied - (a)that the circumstances from which the inference of guilt is to be drawn, have been fully established by unimpeachable evidence beyond a shadow of doubt; (b)that the circumstances are of a determinative tendency unerringly pointing towards the guilt of the accused; and (c)that the circumstances, taken collectively, are incapable of explanation on any reasonable hypothesis save that of the guilt sought to be proved against him",5
33,"In this case this Court held that the omission of the prosecution, inter-alia, to have the finger prints found on the alleged murder weapon was fatal to the prosecution story",5
33,"In 1984 (4) SCC 116 Sharad Birdhichand Sarda v. State of Maharashtra 1984 Indlaw SC 432, this Court discussed the ratio of the judgments in Hanumant v. State of M.P. AIR 1952 SC 343 1952 Indlaw SC 89, Tufail (Alias) Simmi v. State of U.P",5
33,"1969) 3 SCC 198 1969 Indlaw SC 573 and Ramgopal v. State of Maharashtra (1972) 4 SCC 625 1971 Indlaw SC 555 and Shivaji Sahabrao Bobade v. State of Maharashtra (1973) 2 SCC 793 1973 Indlaw SC 181 and observed thus: ""A close analysis of this decision would show that the following conditions must be fulfilled before a case against an accused can be said to be fully established: (1)the circumstances from which the conclusion of guilt is to be drawn should be fully established",5
33,It may be noted here that this Court indicated that the circumstances concerned 'must or should' and not 'may be' established,5
33,"There is not only a grammatical but a legal distinction between 'may be proved' and ""must be or should be proved"" as was held by this Court in Shivaji Sahabrao Bobade v. State of Maharashtra 1973 Indlaw SC 181 where the following observations were made",5
33,"Certainly, it is a primary principle that the accused must be and not merely may be guilty before a court can convict and the mental distance between 'may be' is long and divides vague conjectures from sure conclusions",5
33,"2)the facts so established should be consistent only with the hypothesis of the guilt of the accused, that is to say, they should not be explainable on any other hypothesis except that the accused is guilty, (3)the circumstances should be of a conclusive nature and tendency, (4)they should exclude every possible hypothesis except the one to be proved, and (5)there must be a chain of evidence so complete as not to leave any reasonable ground for the conclusion consistent with the innocence of the accused and must show that in all human probability the act must have been done by the accused",5
33,"Mr. Goburdhan has also cited Mahmood v. State of U.P. (1976) 1 SCC 542 1975 Indlaw SC 643, Shankarlal Gyarasilal Dixit v. State of Maharashtra (1981) 2 SCC 35 1980 Indlaw SC 47, Sharad Birdhichand Sarda v. State of Maharashtra (1984) 4 SCC 116 1984 Indlaw SC 432, Omwati (Smt) and Ors",1
33,V. Mahendra Singh,1
33,Ors,1
33,"1998) 9 SCC 81 1997 Indlaw SC 1403, Sudama Pandey & Ors",1
33,"V. State of Bihar (2002) 1 SCC 679 2001 Indlaw SC 21243, and R.R.Khanna Reddy & Anr",1
33,V. State of A.P. (2006) 10 SCC 172 2006 Indlaw SC 144 in support of his plea relating to the evaluation of circumstantial evidence,1
33,These judgments have broadly followed the principles laid down in the judgments referred to above and need not therefore be dealt with us in extenso,1
33,It must nonetheless be emphasized that whether a chain is complete or not would depend on the facts of each case emanating from the evidence and no universal yardstick should ever be attempted,1
33,It is in this background that we must examine the circumstances in the present case,1
33,A few facts stand out from the prosecution story,1
33,"First, the place of incident being adjoining rooms in the residential house of the appellant and the fact that the alleged murder weapon is his licensed DBBL gun is proved on record",1
33,"The evidence also reveals that the appellant was living in the premises along with his wife, mother and son, and two daughters, who were studying outside the village, were frequent visitors, but it is the admitted position that nobody but the appellant and the deceased were present at the time of incident",1
33,"It is also clear from the evidence that the two spent cartridge cases recovered, one from near Mukhtiar Kaur's dead body, and the second from the right barrel of the gun lying near the appellant had been sent to the Forensic Science Laboratory which opined that one of the cartridges had been fired from the gun and the other could have been fired therefrom",1
33,"Mr. Goburdhan has, however, laid great emphasis on the fact that no reference to the gun or cartridges had been made in the inquest report and that in any case the weapon and the spent cartridges had been sent to the laboratory belatedly",2
33,"We are of the opinion, however, that no adverse inference can be drawn from either of these circumstances",1
33,"The aforesaid articles had been carried to the Laboratory by Constable Gopal Singh who in his affidavit dated 17th March 2003 deposed that he had first taken the articles to the laboratory on 9th December 2002 but they had been returned by the Director on the ground that the seals affixed thereon were not of the requisite number and that after removing the objections raised by the Director, the articles aforesaid had been returned to the laboratory on 18th December 2002",1
33,Gopal Singh was cross-examined by the prosecution,1
33,"and but for some inconsequential questions put to him with regard to the seals, not even a suggestion was made that the aforesaid articles had in any way been tampered with",1
33,"It is true, as contended, that in Column 22 of the inquest report which refers to the articles found near the dead body, there is no reference to the spent cartridges or the murder weapon but we find from a perusal of the site plan Exh",1
33,PJJ prepared by the investigating officer Inspector Harjinder Pal Singh PW14 on 10th November 2002 that the weapon is shown lying close to the place where the appellant had been found unconscious and a spent cartridge recovered from near the dead body of Mukhtiar Kaur,1
33,It has also been submitted by Mr. Goburdhan that there appeared to be no motive for the incident as the story about Mukhtiar Kaur's unhappiness about the transfer of land to the sons of Ujjagar Singh sought to be proved by PW9 Balwinder Singh and PW10 Karam Singh had been disbelieved by the High Court with the observation that the statements of these two witnesses could not be relied upon,1
33,It is true that in a case relating to circumstantial evidence motive does assume great importance but to say that the absence of motive would dislodge the entire prosecution story is perhaps giving this one factor an importance which is not due and (to use the clichi,1
33,the motive is in the mind of the accused and can seldom be fathomed with any degree of accuracy,1
33,There is however a hint in the testimony of PW14 Inspector Harjinder Pal Singh that his enquiries had revealed that the accused was having illicit relations with Mukhtiar Kaur and we can assume that some thing untoward had happened which could have triggered the volatile and hostile incident,1
33,"There could perhaps be some truth in this suggestion, as it is significant that though the appellant had an extended family living with him i.e. mother, wife, son living (in the village) and two young daughters who were studying outside and residing in a hostel, but were frequent visitors home, yet none of them has come forth to depose in his favour",1
33,"To our mind, therefore, this is yet another circumstance inculpating the accused",1
33,"Mr. Goburdhan has also laid much stress on the apparent discordance between the prosecution story and the medical evidence and has argued that had the accused attempted to commit suicide, the gun shot must, of necessity, had to be fired from a very close range on which the wound would have marks of burning or charring and that in any event a full blooded shot from a very close range would have torn his face apart",2
33,"He has in this connection referred us to the statement of Dr. Ripan Miglani PW15 and the wound found on the appellant at the time of his medical examination in the Department of Surgery of the Dayanand Medical College & Hospital, Ludhiana which was ""About 15 x 8 cm curvilinear wound present on the left half of face extending upto bone",2
33,No blackening or foreign body was visible,2
33,Underlying muscles were exposed and contamination was present,2
33,He has thus urged that the absence of any blackening underlined the argument that the shot had been fired from some distance and as such an attempt at suicide was clearly to be ruled out,2
33,He has also drawn our attention to the cross- examination of the Doctor wherein he reiterated that there was no visible blackening and that it was not possible for him to say whether the injury was suicidal or otherwise,2
33,"The learned State counsel has, however, relied on the statement of PW16 Dr. Sanjay Uppal, who was apparently the first doctor to have examined the appellant, wherein he clearly testified that the blackened portion around the firearm injury had been removed by him",2
33,We are therefore of the opinion that this statement falsifies Mr. Goburdhan's argument on this aspect,1
33,"It is also significant that the shot had apparently travelled upwards skirting the mandible, through the flesh of the cheek in an upward direction with minimal damage to the bone structure and it is indeed providential that the appellant got away with only an injury, albeit a very serious one",1
33,The fact that the shot was fired from below going upwards is also supported by the site plan Exh,1
33,PJJ wherein marks of a shot hitting the roof were seen at point E whereas the appellant was found lying at point D in the same room,1
33,It is therefore apparent that the weapon had indeed been fired by the appellant from a close range and that the blackened portion around the wound had been removed by Dr. Sanjay Uppal,1
33,"The learned State counsel has emphasized that in the light of the admitted position that the accused and the deceased were the only ones present at the time of incident and that the accused had projected a counter story, some credible explanation was also expected from him",2
33,"Reference has been made to Raj Kumar Prasad Tamarkar's case2007 Indlaw SC 5 (supra) wherein in circumstances surprisingly akin to the present matter, this Court had the following observations to make: ""The conspectus of the events which had been noticed by the learned Sessions Judge as also by the High Court categorically go to show that at the time when the occurrence took place, the deceased and the respondent only were in the bedroom and the terrace connecting the same",2
33,There was no other person,2
33,The cause of death of the deceased Usha Devi i.e. by a gun shot injury is not disputed,2
33,The fact that the terrace and the bedroom are adjoining each other is not in dispute,2
33,The autopsy report shows that 'a blackening and charring' existed so far as Injury No.(i) is concerned,2
33,"The blackening and charring keeping in view the nature of the firearm, which is said to have been used clearly go to show that a shot was fired from a short distance",2
33,Blackening or charring is possible when a shot is fired from a distance of about 2 feet to 3 feet,2
33,"It, therefore, cannot be a case where the death might have been caused by somebody by firing a shot at the deceased from a distance of more than 6 feet",2
33,The place of injury is also important,2
33,The lacerated wound was found over grabella (middle of forehead,2
33,It goes a long way to show that the same must have been done by a person who wanted to kill the deceased from a short distance,2
33,"There was, thus a remote possibility of causation of such type of injury by any other person, who was not in the terrace",2
33,"Once the prosecution has been able to show that at the relevant time, the room and terrace were in exclusive occupation of the couple, the burden of proof lay upon the respondent to show under what circumstances death was caused to his wife",2
33,The onus was on him,2
33,He failed to discharge the same,2
33,We have considered the submission of the State counsel very carefully,1
33,"It is true that it is generally for the prosecution to prove its case beyond doubt but in circumstances such as the present one, some explanation is also due from an accused in order to absolve himself from suspicion of the crime",1
33,In his statement u/s,1
33,P.C. his positive stand was that he alone had been in the house with Mukhtiar Kaur when she had been killed and indeed as per Exhibit P.JJ Mukhtiar Kaur's body had been found only one Karam (5 feet) away from the place where the appellant lay injured,1
33,"It must be emphasized that but for this self serving statement made by the appellant, there is nothing on record to support his positive stance",1
33,"Even otherwise, we are of the opinion that had the shot been fired by some intruder, the direction would have been more or less horizontal and parallel to the ground and not from down upwards with the pellets hitting the jaw, skirting the cheek and hitting the roof at point",1
33,E,1
33,"In Modi's Medical Jurisprudence and Toxicology (23rd Edition) at page 765 while dealing with identification of homicidal and suicidal injuries it has been observed that : ""A suicidal firearm wound is usually a contact wound situated on the side of the temple, depending on which hand was used to shoot himself, in the centre of the forehead, the roof of the mouth, in the chest or epigastrium in front or the left side and some times under the chin",1
33,The firearm is usually fired at close range,1
33,"A small weapon like a revolver or a pistol is held in the hand, while a rifle or a shot gun is supported on the ground or against the wall",1
33,"Sometimes, the firing is done by pulling a string tied to the trigger by the big toe",1
33,"The skin around the entry wound shows characteristic blackening, scorching and tattooing",1
33,In such cases the hand used to steady the weapon at the muzzle may be blackened and scorched and may also be stained with squirting of the blood from the injured arteries,1
33,"In homicidal and accidental shooting, the wound may be on any part of the body and the path of the bullet may be in any direction",1
33,"Homicidal shooting by dacoits is not uncommon in India, and they are known to make their own firearms",1
33,"Immediate death following a firearm wound is uncommon and even when vital organs are injured, a person may be capable of doing extraordinary things",1
33,"Sometimes, firearm wounds may look like knife slashes or a bullet hole may resemble a penetrating stab wound, if the bullet strikes the head of shoulder at an angle or when an unstable bullet registers a broadside hit",1
33,"A Fateh describes a rare homicidal gun shot wound of the mouth, where the entry wound was in the tongue and the direction was horizontally backward, while in suicidal wounds the direction is upwards-entrance would be in the palate or posterior pharynx",1
33,"Dr. B.R.Sharma in his Book 'Forensic Science in Criminal Investigation and Trials' (Fourth Edition), at Page 1160 too has delineated the circumstances that could indicate suicide and while referring to the site of the injury has observed: ""Certain sites are predominantly used by suicides for self-inflicted injuries",1
33,"For example, with firearm, temple,forehead,mouth and chest are the favourite sites",1
33,With knife throat and wrist are the favourite sites,1
33,Hesitation injuries are also observed in some suicide cases,1
33,"It is, therefore, clear to us that the story of unknown assailants entering the house and causing Mukhtiar Kaur's murder etcetera has to be ruled out and that the prosecution story that it was the appellant who had first shot Mukhtiar Kaur and then attempted to commit suicide, stands proved",1
33,We also find that no part of the evidence of the hostile witnesses comes to the aid of the appellant,1
33,The question now arises as to the sentence that should be imposed on the appellant,1
33,It would be seen that both the Sessions Court and the High Court were appalled by the allegations and findings of incestuous rape and murder,1
33,"We are however of the opinion, as already noted above, that a case of rape has not been made out",1
33,In this background the death sentence is not called for,1
33,We accordingly acquit the appellant of the charge u/s,4
33,376 of the IPC but maintain his conviction for the other offences but commute his death sentence to life,4
33,"With this modification, the appeal is dismissed",4
33,Appeal dismissed,4
34,For the sake of convenience we refer to the facts mentioned in Civil Appeal No of 2008 (arising out of S.L.P.(C) No.15729 of 2008) filed by J.Mitra & Co,6
34,Pvt.Ltd,6
34,"This matter is a classic illustration of the confusion which has emerged on account of the postponement of in-part commencement of Patents (Amendment) Act,2005",6
34,"Quite often the commencement of an Act is postponed to some specified future date or to such date as the Appropriate Government may,by Notification in the Official Gazette,appoint",6
34,Provision is also at times made for appointment of different dates for coming into force of different parts of the same Act,6
34,This is what has exactly happened in this case resulting into utter confusion with regard to pending FAO No.293/06 filed by respondent No.3 in the High Court u/s.116 of the Indian Patents,6
34,"Act,1970 as amended by the Patents (Amendment) Act,1999 w.e.f.26.3.99",6
34,"Span Diagnostics Limited,respondent No.3 herein,is a public limited company established in 1972 to indigenously develop and manufacture a comprehensive range of ready-made diagnostic reagents made by clinical pathology laboratories",6
34,On 14.6.2000 J.Mitra & Company Pvt,6
34,"Ltd.,3 appellant herein,filed its application for grant of patent",6
34,"After scrutiny,the said application stood notified by the Patent Office on 20.11.2004",6
34,"Thus,proceedings commenced before the Controller of Patents in the year 2000 when the appellant herein sought a patent of their device which was opposed by respondent no.3 in the year 2000.By then,the Patents (Amendment) Act,1999 had amended the Patents Act,1970 w.e.f.26.3.99.S.25 of the Patents Act,1970 as amended by Patents (Amendment) Act,1999 dealt with opposition to a patent vides S.25.At that time appeals against decisions made by the Controller pertaining to ""pre-grant oppositions"" under S.25 were maintainable before the High Court u/s.116(2) of the Indian Patents Act,1970",6
34,"We quote herein below Ss.25 and 116 as it stood in the year 2000 under the Patents (Amendment) Act,1999 which read as under: ""S.25.Opposition to grant of patent",0
34,"1) At any time within four months from the date of advertisement of the acceptance of a complete specification under this Act (or within such further period not exceeding one month in the aggregate as the Controller may allow on application made to him in the prescribed manner before the expiry of the four months aforesaid) any person interested may give notice to the Controller of opposition to the grant of the patent on any of the following grounds,namely: a.that the applicant for the patent or the person under or through whom he claims,wrongfully obtained the invention or any part thereof from him or from a person under or through whom he claims; b.that the invention so far as claimed in any claim of the complete specification has been published before the priority date of the claim i.in any specification filed in pursuance of an application for a patent made in India on or after the 1st day of January,1912; or ii.in India or elsewhere,in any other document: Provided that the ground specified in Sub-cl.(ii) shall not be available where such publication does not constitute an anticipation of the invention by virtue of Sub-s.(2) or Sub-s.(3) of Section 29; that the invention so far as claimed in any claim of the complete specification is claimed in a claim of a complete specification published on or after the priority date of the applicant's claim and filed in pursuance of an application for a patent in India,being a claim of which the priority date is earlier than that of the applicant's claim; a.that the invention so far as claimed in any claim of the complete specification was publicly known or publicly used in India before the priority date of that claim",0
34,"Explanation -For the purposes of this clause,an invention relating to a process for which a patent is claimed shall be deemed to have been publicly known or publicly used in India before the priority date of the claim if a product made by that process had already been imported into India before that date except where such importation has been for the purpose of reasonable trial or experiment only; b.that the invention so far as claimed in any claim of the complete specification is obvious and clearly does not involve any inventive step,having regard to the matter published as mentioned in cl.(b) or having regard to what was used in India before the priority date of the applicant's claim; c.that the subject of any claim of the complete specification is not an invention within the meaning of this Act,or is not patentable under this Act; d.that the complete specification does not sufficiently and clearly describe the invention or the method by which it is to be performed; e.that the applicant has failed to disclose to the Controller the information required by S.8 or has furnished the information which in any material particular was false to his knowledge; f.that in the case of a convention application,the application was not made within twelve months from the date of the first application for protection for the invention made in a convention country by the applicant or a person from whom he derives title",0
34,But on no other ground,0
34,"2) Where any such notice of opposition is duly given,the Controller shall notify the applicant and shall give to the applicant and the opponent an opportunity to be heard before deciding the case",0
34,"The grant of a patent shall not be refused on the ground stated in Cl.(c) of Sub-s.(1) if no patent has been granted in pursuance of the application mentioned in that clause; and for the purpose of any inquiry u/cl.(d) or cl.(e) of that sub-section,no account shall be taken of any secret use",0
34,S.116.Appeals,0
34,"No appeal shall lie from any decision,order or correction made of issued under this Act by the Central Government,or from any act or order of the Controller for the purpose of giving effect to any such decision,order or direction",0
34,"2) Save as otherwise expressly provided in Sub-section (1),an appeal shall lie to a High Court from any decision,order or direction of the Controller under any of the following provisions,that is to say,Section 15,Section 16,Section17,Section 18,Section",0
34,"19,Section",0
34,"20,Section 25,Section",0
34,"27,Section 28,Section",0
34,"51,Section 54,Section 57,Section",0
34,"60,Section 61,Section 63,Sub-s.(3) of Section 69,Section 78,Section 84,Section 86,S.88(3),Section 89,Section 93,S.96 and S.97",0
34,"Every appeal under this section shall be in writing and shall be made within three months from the date of the decision,order or direction,as the case may be,of the Controller,or within such further time as the High Court may in accordance with the rules made by it u/s.158 allow",0
34,emphasis supplied by us,0
34,"Suffice it to note that under Patents (Amendment) Act,1999 there was only one right given to a person interested to oppose the grant of patent by filing objections at the pre-grant stage",0
34,"Under the said Amendment Act,1999,as stated above,vide",0
34,S.116 (2,0
34,a right of appeal was available to the aggrieved party against orders passed under S.25.The said appellate remedy was available by way of an appeal to the High Court,0
34,"In 2002,the Legislature desired an amendment to the law and intended to create an appellate forum to hear appeals against orders passed by the Controller consequently Patents (Amendment",6
34,"Act,2002 was promulgated on 25.6.2002.However,it was not brought into force immediately",6
34,"It may be noted that in the said Amendment Act,2002,no provision was made pertaining to ""post-grant opposition"".That provision came to be made only under the Patents (Amendment) Act,2005 which was promulgated on 4.4.2005 w.e.f.1.1.2005",6
34,"Vide S.47 of the Patents (Amendment) Act,2002 entire Chapter XIX stood substituted",0
34,"Ss.116 and 117A were reworded which read as under: ""S.116.(1) Subject to the provisions of this Act,the Appellate Board established u/s.83 of the Trade Marks Act,1999 shall be the Appellate Board for the purposes of this Act and the said Appellate Board shall exercise the jurisdiction,power and authority conferred on it by or under this Act",0
34,Provided that the Technical Member of the Appellate Board for the purposes of this Act shall have the qualifications specified in Sub-s.(2,0
34,2) A person shall not be qualified for appointment as a Technical Member for the purposes of this Act unless he,0
34,"a) has,at least five years,hold the post of Controller under this Act or has exercised the functions of the Controller under this Act for at least five years; or",0
34,"b) has,for at least ten years,functioned as a Registered Patent Agent and possesses a degree in engineering or technology or a masters degree in science from any University established under law for the time being in force or equivalent; or (c) has,for at least ten years,been an advocate of a proven specialized experience in practicing law relating to patents and designs",0
34,Section 117A.(1,0
34,"Save as otherwise expressly provided in Sub-section (2),no appeal shall lie from any decision,order or direction made or issued under this Act by the Central Government,or from any act or order of the Controller for the purpose of giving effect to any such decision,order or direction",0
34,"An appeal shall lie to the Appellate Board from any decision,order or direction of the Controller or Central Government under Section 15,Section",0
34,"16,Section 17,Section",0
34,"18,Section",0
34,"51,Section 54,Section 57,Section 60,Section 61,Section 63,Section",0
34,"66,Sub-s.(3) of Section 69,Section",0
34,"78,Sub-ss.(1) to (5) of Section 84,Section 85,Section 88,Section 91,S.92 and S.94",0
34,"Every appeal under this section shall be in prescribed form and shall be verified in such manner as may be prescribed and shall be accompanied by a copy of the decision,order or direction appealed against any by such fees as may be prescribed",0
34,"Every appeal shall be made within three months from the date of the decision,order or direction,as the case may be,of the Controller or the Central Government or within such further time as the Appellate Board may,in accordance with the rules made by it,allow",0
34,"The provisions of the said Amendment Act,2002,however,were not simultaneously brought into force",6
34,Suffice it to note that Ss.116 and 117A were not brought into force,6
34,"However,S.25 was brought into force vide Notification dated 20.5.2003.Even as on 20.5.2003 vide S.25 only one right to oppose a patent at the pre-grant stage was available and appeal against an order,passed by the earlier,lay before the High Court under the then existing S.116 of the Patents",6
34,"Act,1970 for the reason that the amended Ss.116 and 117A were not brought into force",6
34,Without giving effect to the amendments to Ss.116 and 117A suggested by S.47 of the Patents (Amendment,6
34,"Act,2002,on 4.4.2005",6
34,"the Legislature enacted the Patents (Amendment) Act,2005.Even here,not all provisions were simultaneously brought into force",6
34,"Only certain sections of the Patents (Amendment) Act,2005 were brought into force",6
34,Vide S.23 of the Patents (Amendment,0
34,"Act,2005,the then existing S.25 was substituted",0
34,"The substituted S.25 reads as under: ""25.Opposition to the patent.(1",0
34,"Where an application for a patent has been published but a patent has not been granted,any person may,in writing,represent by way of opposition to the Controller against the grant of patent on the ground- (a) that the applicant for the patent or the person under or through whom he claims,wrongfully obtained the invention or any part thereof from him or from a person under or through whom he claims; (b) that the invention so far as claimed in any claim of the complete specification has been published before the priority date of the claim (i) in any specification filed in pursuance of an application for a patent made in India on or after the 1st day of January,1912; or (ii) in India or elsewhere,in any other document: (c) that the invention so far as claimed in any claim of the complete specification is claimed in a claim of a complete specification published on or after the priority date of the applicant's claim and filed in pursuance of an application for a patent in India,being a claim of which the priority date is earlier than that of the applicant's claim",0
34,d) that the invention so far as claimed in any claim of the complete specification was publicly known or publicly used in India before the priority date of that claim,0
34,Explanation,0
34,"For the purposes of this clause,an invention relating to a process for which a patent is claimed shall be deemed to have been publicly known or publicly used in India before the priority date of the claim if a product made by that process had already been imported into India before that date except where such importation has been for the purpose of reasonable trial or experiment only; (e) that the invention so far as claimed in any claim of the complete specification is obvious and clearly does not involve any inventive step,having regard to the matter published as mentioned in cl.(b) or having regard to what was used in India before the priority date of the applicant's claim; (f) that the subject of any claim of the complete specification is not an invention within the meaning of this Act,or is not patentable under this Act; (g) that the complete specification does not sufficiently and clearly describe the invention or the method by which it is to be performed; (h) that the applicant has failed to disclose to the Controller the information required by S.8 or has furnished the information which in any material particular was false to his knowledge; (i) that in the case of convention application,the application was not made within twelve months from the date of the first application for protection for the invention made in a convention country by the applicant or a person from whom he derives title; (j) that the complete specification does not disclose or wrongly mentions the source or geographical origin of biological material used for the invention; (k) that the invention so far as claimed in any claim of the complete specification is anticipated having regard to the knowledge,oral or otherwise,available within any local or indigenous community in India or elsewhere,but on no other ground and the Controller shall,if requested by such person for being heard,hear him and dispose of such representation in such manner and within such period as may be prescribed",0
34,"At any time after the grant of patent but before the expiry of a period of one year from the date of publication of grant of a patent,any person interested may give notice of opposition to the Controller in the prescribed manner on any of the following grounds,namely: (a) that the patentee or the person under or through whom he claims,wrongfully obtained the invention or any part thereof from him or from a person under or through whom he claims; (b) that the invention so far as claimed in any claim of the complete specification has been published before the priority date of the claim- (c) that the invention so far as claimed in any claim of the complete specification is claimed in a claim of a complete specification published on or after the priority date of the claim of the patentee and filed in pursuance of an application for a patent in India,being a claim of which the priority date is earlier than that of the claim of the patentee; Explanation.-For the purposes of this clause,an invention relating to a process for which a patent is granted shall be deemed to have been publicly known or publicly used in India before the priority date of the claim if a product made by that process had already been imported into India before that date except where such importation has been for the purpose of reasonable trial or experiment only",0
34,"e) that the invention so far as claimed in any claim of the complete specification is obvious and clearly does not involve any inventive step,having regard to the matter published as mentioned in cl.(b) or having regard to what was used in India before the priority date of the claim; (h) that the patentee has failed to disclose to the Controller the information required by S.8 or has furnished the information which in any material particular was false to his knowledge; (i) that in the case of a patent granted on convention application,the application for patent was not made within twelve months from the date of the first application for protection for the invention made in a convention country or in India by the patentee or a person from whom he derives title; (j) that the complete specification does not disclose or wrongly mentions the source and geographical origin of biological material used for the invention; (k) that the invention so far as claimed in any claim of the complete specification was anticipated",0
34,"having regard to the knowledge,oral or otherwise,available within any local or indigenous community in India or elsewhere, but on no other ground",0
34,"3) (a) Where any such notice of opposition is duly given under Sub-section (2),the Controller shall notify the patentee",0
34,b,0
34,"On receipt of such notice of opposition,the Controller shall,by order in writing,constitute a Board to be known as the Opposition Board consisting of such officers as he may determine and refer such notice of opposition along with the documents to that Board for examination and submission of its recommendations to the Controller",0
34,c,0
34,Every Opposition Board constituted under cl.(b) shall conduct the examination in accordance with such procedure as may be prescribed,0
34,"On receipt of the recommendation of the Opposition Board and after giving the patentee and the opponent an opportunity of being heard,the Controller shall order either to maintain or to amend or to revoke the patent",0
34,5) While passing an order under Sub-s.(4) in respect of the ground mentioned in cl.(d) or cl.(e) of Sub-section,0
34,"2),the Controller shall not take into account any personal document or secret trial or secret use",0
34,"In case the Controller issues an order under Sub-s.(4) that the patent shall be maintained subject to amendment of the specification or any other document,the patent shall stand amended accordingly",0
34,"We also quote S.61 of the Patents (Amendment) Act,2005 which reads as under: ""S.61.In Section 117A of the principal Act [as inserted by S.47 of the Patents (Amendment",0
34,"Act,2002,in",0
34,"Sub-section (2),for the words and figures ""section 20,Section 25,Section 27,Section 28,"",the words,figures and brackets ""section 20,Sub-s.(4) of Section 25,Section 28"" shall be substituted",0
34,this section was not brought into force till 2.4.2007,0
34,"In short,by the Patents (Amendment) Act,2005,for the first time a dichotomy was introduced in the Patent Law between ""opposition to the pre-grant"" and ""opposition to the post-grant of patent"".This was the major structural change in the Patent Law",1
34,"Similarly,under the Patents (Amendment) Act,2005,appeal was restricted to the post-grant opposition orders and that appeal lay before the Appellate Board and not to the High Court",1
34,"Here also,S.25 of the Patents Act,1970 as amended by Patents (Amendment) Act,2005",1
34,"which refers to ""pre-grant opposition"" and ""post-grant opposition"") was brought into force on and from 1.1.2005 whereas amended Section 117A by which appeal was provided for against post-grant opposition order was not brought into force till 2.4.2007.One more aspect needs to be mentioned",1
34,"As stated,vide Patents (Amendment",1
34,"Act,2005,a dichotomy was brought in between pre-grant and post-grant opposition orders",1
34,"w.e.f.1.1.2005.But when it came to filing of first appeal for some unknown reasons,the amended Section 117A (which provided for only one statutory appeal and that too against post-grant orders passed by the Controller) was not brought into force",1
34,"The result is that although the Legislature intended to provide for only one statutory appeal to the Appellate Board,by reason of S.61 of the Patents (Amendment) Act,2005 not being brought into force till 2.4.07 a strange situation developed",1
34,"The Legislature intended to provide for only one statutory appeal to the Appellate Board but by not bringing S.61 into force till 2.4.07,appeals filed during the interregnum,as in this case,became vulnerable and liable to be dismissed as misconceived as is contended by the appellant",1
34,This is the controversy which needs to be resolved in this case,1
34,"On 19.10.2006 when FAO No.293/06 was filed in the High Court,Chapter XIX of the parent Act as amended vide Patents (Amendment",1
34,"Act,1999 continued to be in operation notwithstanding the enactment of the Patents",1
34,"Amendment) Act,2002 and the Patents (Amendment",1
34,"Act,2005 as the amended Ss.116 and 117A were brought into force only vide Notification dated 2.4.07.One more point needs to be noted",1
34,"Section 117G of the  principal Act was substituted vide Patents (Amendment) Act,2005.It reads as under: ""Section 117G.Transfer of pending proceedings to Appellate Board.-All cases of appeals against any order or decision of the Controller and all cases pertaining to revocation of patent other than on a counter-claim in a suit for infringement and rectification of register pending before any High Court,shall be transferred to the Appellate Board from such date as may be notified by the Central Government in the Official Gazette and the Appellate Board may proceed with the matter either de novo or from the stage it was so transferred",0
34,On reading amended Section 117G it becomes clear that all appeals against any order or decision of the Controller had to be transferred to the Appellate Board from such date as may be notified by the Central Government in the Official Gazette,1
34,"This amended Section 117G was also brought into force vide Notification dated 3.4.2007.Under Notes on Clauses attached to the Statement of Objects and Reasons,it has been clarified,vide cl.62",1
34,that amended S.117 G is consequential to the enforcement of the jurisdiction of the Appellate Board u/s.64 which results to revocation of patent,1
34,"Vide cl.47 of Notes on Clauses attached to the Statement of Objects and Reasons,it has been clarified that S.64 is also amended vide Patents (Amendment) Act,2005 to confer wider jurisdiction on the Appellate Board in matters of revocation of patent,therefore,amended Section 117G which is brought into force only from 3.4.2007 dealt with transfer of pending proceedings from the High Court to the Appellate Board",1
34,The question which arises for determination in this batch of civil appeals is : whether FAO No.292/06 and FAO No.293/06 filed by respondent no.3 herein in the High Court were liable to be dismissed,1
